Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
GCF_000212855.1_GCF_000212855.1_ASM21285v1_genomic	99.99	0.07	Neural Network (Specific Model)	11	0.881	2360643	310.230871886121	2370432	0.43	2248	6	2360643	None
GCF_000222705.1_GCF_000222705.1_ASM22270v2_genomic	99.99	0.04	Neural Network (Specific Model)	11	0.9	78732	304.9016064257028	2020730	0.41	1992	66	203739	None
GCF_000223255.1_GCF_000223255.1_ASM22325v2_genomic	94.56	2.08	Neural Network (Specific Model)	11	0.875	334935	266.27769985974754	1945605	0.39	2139	9	523164	None
GCF_000236565.1_GCF_000236565.1_ASM23656v2_genomic	100.0	1.28	Gradient Boost (General Model)	11	0.865	35501	285.0060863411182	6968952	0.63	7065	375	159162	None
GCF_000255355.1_GCF_000255355.1_ASM25535v1_genomic	99.97	0.38	Neural Network (Specific Model)	11	0.811	1369927	230.64268585131896	1417115	0.32	1668	2	1369927	None
GCF_000278215.1_GCF_000278215.1_Bart_ratt_15908_V1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.696	439823	287.1882821387941	2170653	0.37	1758	12	675392	None
GCF_000278235.1_GCF_000278235.1_Bart_vins_OK-94-513_V1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.778	1167482	314.5738482384824	1786506	0.39	1476	6	1167482	None
GCF_000282595.1_GCF_000282595.1_Phyllobacterium.strYR531_v1.0_genomic	99.82	0.04	Neural Network (Specific Model)	11	0.903	257533	310.5690436933223	4997302	0.53	4852	41	811600	None
GCF_000298175.1_GCF_000298175.1_ASM29817v1_genomic	100.0	0.65	Gradient Boost (General Model)	11	0.885	235485	340.75472312703585	3541124	0.66	3070	33	753268	None
GCF_000307265.1_GCF_000307265.1_ASM30726v1_genomic	100.0	1.23	Neural Network (Specific Model)	11	0.855	699560	304.7576381737041	3108242	0.55	2913	29	959256	None
GCF_000308615.1_GCF_000308615.1_ASM30861v1_genomic	100.0	3.27	Neural Network (Specific Model)	11	0.879	193769	316.35210396039605	10445918	0.67	9696	174	930861	None
GCF_000312105.1_GCF_000312105.1_ASM31210v1_genomic	99.99	0.0	Neural Network (Specific Model)	11	0.928	1118791	312.5721226844822	3322119	0.73	3293	5	1392592	None
GCF_000333395.1_GCF_000333395.1_ASM33339v1_genomic	87.43	1.04	Neural Network (Specific Model)	11	0.907	14831	284.7078189300411	3653363	0.71	3888	576	79234	None
GCF_000344615.1_GCF_000344615.1_ASM34461v1_genomic	99.99	0.16	Neural Network (Specific Model)	11	0.879	5549265	343.9120508982036	6265216	0.66	5344	7	5549265	None
GCF_000372645.1_GCF_000372645.1_Caulobacter.strain_OR37_v1.0_genomic	99.99	0.05	Neural Network (Specific Model)	11	0.9	131222	326.3517292126564	4430425	0.68	4077	70	604995	None
GCF_000384375.1_GCF_000384375.1_ASM38437v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.902	2604277	325.0294605809129	2604277	0.42	2410	1	2604277	None
GCF_000422405.1_GCF_000422405.1_ASM42240v1_genomic	99.96	0.12	Neural Network (Specific Model)	11	0.904	196367	332.44487632508833	3115873	0.71	2830	27	580408	None
GCF_000502715.1_GCF_000502715.1_Mloti_LSHC432A00_genomic	100.0	0.01	Neural Network (Specific Model)	11	0.875	689196	300.20212583576205	5990865	0.63	5833	21	1705985	None
GCF_000576555.1_GCF_000576555.1_ASM57655v1_genomic	100.0	0.48	Neural Network (Specific Model)	11	0.869	4904241	338.55693950177937	5252070	0.6	4496	4	4904241	None
GCF_000612545.1_GCF_000612545.1_P1-1_genomic	100.0	0.02	Neural Network (Specific Model)	11	0.87	695841	326.71703503232595	7479793	0.72	6651	27	1713418	None
GCF_000632515.1_GCF_000632515.1_NUB3621v1_genomic	99.98	0.22	Neural Network (Specific Model)	11	0.857	3622385	282.8461118690314	3622385	0.44	3665	1	3622385	None
GCF_000691525.1_GCF_000691525.1_ATCC25795_good_1_paired_assembly_genomic	100.0	0.01	Neural Network (Specific Model)	11	0.933	363199	327.22849462365593	5468381	0.67	5208	42	929027	None
GCF_000716535.1_GCF_000716535.1_ASM71653v1_genomic	99.99	0.23	Neural Network (Specific Model)	11	0.862	194920	317.32417172685626	10347389	0.72	9387	232	470236	None
GCF_000718095.1_GCF_000718095.1_ASM71809v1_genomic	99.99	0.04	Neural Network (Specific Model)	11	0.882	275119	340.3431496283831	8243500	0.7	7131	117	614009	None
GCF_000718515.1_GCF_000718515.1_ASM71851v1_genomic	100.0	1.11	Neural Network (Specific Model)	11	0.892	276396	329.0317681698435	7127351	0.71	6453	88	495850	None
GCF_000720145.1_GCF_000720145.1_ASM72014v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.883	168927	322.4679864678612	8726004	0.72	7981	208	385111	None
GCF_000754815.1_GCF_000754815.1_YRC_genomic	100.0	0.01	Neural Network (Specific Model)	11	0.845	3672847	314.76263671297664	3772809	0.47	3383	2	3672847	None
GCF_000758705.1_GCF_000758705.1_ASM75870v1_genomic	100.0	0.63	Neural Network (Specific Model)	11	0.855	7166464	329.30413781999675	7166464	0.51	6211	1	7166464	None
GCF_000763315.1_GCF_000763315.1_ASM76331v1_genomic	99.99	1.12	Neural Network (Specific Model)	11	0.852	116061	265.29924242424244	3441572	0.49	3696	86	257201	None
GCF_000807925.1_GCF_000807925.1_Nsubt_v1_genomic	100.0	6.56	Neural Network (Specific Model)	11	0.907	181386	316.65048128342244	4885942	0.63	4675	54	400152	None
GCF_000813105.1_GCF_000813105.1_ASM81310v1_genomic	91.69	1.01	Neural Network (Specific Model)	11	0.897	14993	257.2565339141257	5503113	0.64	6428	656	86552	None
GCF_000815105.2_GCF_000815105.2_ASM81510v2_genomic	100.0	0.26	Neural Network (Specific Model)	11	0.866	5867621	336.7894736842105	5867621	0.64	5035	1	5867621	None
GCF_000934465.1_GCF_000934465.1_ASM93446v1_genomic	99.99	0.1	Neural Network (Specific Model)	11	0.86	77222	292.7674518201285	2381859	0.38	2335	186	168429	None
GCF_000956475.1_GCF_000956475.1_ASM95647v1_genomic	100.0	0.1	Neural Network (Specific Model)	11	0.929	545806	333.5972259994561	3953585	0.69	3677	10	1234863	None
GCF_001043025.1_GCF_001043025.1_MG221_genomic	99.99	0.61	Neural Network (Specific Model)	11	0.89	336668	332.9589014028848	5676287	0.58	5061	37	623802	None
GCF_001072375.1_GCF_001072375.1_ASM107237v1_genomic	99.98	0.06	Neural Network (Specific Model)	11	0.892	32588	301.4730728616684	1918053	0.39	1894	120	114161	None
GCF_001074975.1_GCF_001074975.1_ASM107497v1_genomic	99.97	0.07	Neural Network (Specific Model)	11	0.878	33725	295.6934552454283	2094444	0.4	2078	142	168777	None
GCF_001275385.1_GCF_001275385.1_ASM127538v1_genomic	100.0	0.02	Neural Network (Specific Model)	11	0.895	2163488	290.1295321637427	3319071	0.46	3420	17	2163488	None
GCF_001295365.1_GCF_001295365.1_ASM129536v1_genomic	100.0	0.27	Neural Network (Specific Model)	11	0.836	3873116	286.69758812615953	3873116	0.44	3773	1	3873116	None
GCF_001295795.1_GCF_001295795.1_ASM129579v1_genomic	99.9	0.11	Neural Network (Specific Model)	11	0.907	188176	324.0356510745891	4232088	0.59	3955	84	575048	None
GCF_001298265.1_GCF_001298265.1_ASM129826v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.889	207742	305.04441997063145	5602085	0.66	5448	98	459651	None
GCF_001302565.1_GCF_001302565.1_ASM130256v1_genomic	100.0	0.31	Neural Network (Specific Model)	11	0.88	3911798	318.3017146017699	3918424	0.6	3616	2	3911798	None
GCF_001308855.1_GCF_001308855.1_ASM130885v1_genomic	100.0	0.79	Neural Network (Specific Model)	11	0.878	3956161	336.0324146570623	7318798	0.59	6386	18	3956161	None
GCF_001311195.1_GCF_001311195.1_ASM131119v1_genomic	82.33	6.26	Gradient Boost (General Model)	11	0.853	27973	214.04322258159365	2542116	0.55	3401	161	90400	None
GCF_001421505.1_GCF_001421505.1_Leaf17_genomic	100.0	0.03	Neural Network (Specific Model)	11	0.908	442806	325.2169400736525	3204003	0.67	2987	11	892739	None
GCF_001434585.1_GCF_001434585.1_ASM143458v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.874	50865	295.7287671232877	2219511	0.35	2190	101	139461	None
GCF_001449105.1_GCF_001449105.1_ASM144910v1_genomic	100.0	0.0	Neural Network (Specific Model)	11	0.894	71741	331.4521176716044	5322177	0.69	4793	160	323708	None
GCF_001457555.1_GCF_001457555.1_NCTC10562_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.902	2443126	316.67408993576015	2455060	0.27	2335	2	2443126	None
GCF_001462455.1_GCF_001462455.1_ASM146245v1_genomic	100.0	0.05	Neural Network (Specific Model)	11	0.907	24612	331.19458728010824	4042325	0.75	3695	279	126070	None
GCF_001465545.3_GCF_001465545.3_ASM146554v3_genomic	100.0	0.26	Neural Network (Specific Model)	11	0.885	6167370	337.6843373493976	6167370	0.63	5395	1	6167370	None
GCF_001477055.1_GCF_001477055.1_ASM147705v1_genomic	93.56	0.1	Gradient Boost (General Model)	11	0.912	35220	328.02928709055874	2794220	0.71	2595	194	181135	None
GCF_001487105.1_GCF_001487105.1_Ruminococcus_phoceensis_genomic	98.67	0.13	Gradient Boost (General Model)	11	0.894	2164948	319.75069735006974	3069885	0.42	2868	5	2164948	None
GCF_001514125.1_GCF_001514125.1_ASM151412v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.877	452173	334.2608220674587	8363623	0.73	7323	32	1091103	None
GCF_001514205.1_GCF_001514205.1_ASM151420v1_genomic	100.0	0.07	Neural Network (Specific Model)	11	0.879	380444	328.0694292586923	10217879	0.72	9146	88	1014016	None
GCF_001570905.1_GCF_001570905.1_ASM157090v1_genomic	99.92	0.12	Neural Network (Specific Model)	11	0.903	118345	335.4662162162162	2140375	0.65	1924	29	573862	None
GCF_001571225.1_GCF_001571225.1_ASM157122v1_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.913	119326	326.664526129318	4841746	0.67	4516	110	544875	None
GCF_001592755.1_GCF_001592755.1_ASM159275v1_genomic	99.97	0.49	Neural Network (Specific Model)	11	0.92	363379	323.16503737780334	3656935	0.45	3478	20	583323	None
GCF_001612725.1_GCF_001612725.1_ASM161272v1_genomic	100.0	1.85	Neural Network (Specific Model)	11	0.885	130995	324.58022174079264	8616135	0.66	7847	134	486268	None
GCF_001636615.1_GCF_001636615.1_ASM163661v1_genomic	99.81	0.02	Neural Network (Specific Model)	11	0.896	45102	328.88516345347864	5250739	0.43	4772	285	215860	None
GCF_001642575.1_GCF_001642575.1_Xfloridensis_v1.0_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.846	150157	335.6357675785666	5254357	0.65	4423	58	342870	None
GCF_001644605.1_GCF_001644605.1_ASM164460v1_genomic	99.95	0.34	Neural Network (Specific Model)	11	0.889	5012599	332.5255865921788	5012599	0.49	4475	1	5012599	None
GCF_001673155.1_GCF_001673155.1_ASM167315v1_genomic	100.0	2.73	Neural Network (Specific Model)	11	0.923	28349	313.72424933485365	5351894	0.66	5262	369	123773	None
GCF_001679665.1_GCF_001679665.1_ASM167966v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.916	3732719	294.93543388429754	3732719	0.62	3872	1	3732719	None
GCF_001684965.1_GCF_001684965.1_ASM168496v1_genomic	99.98	0.45	Neural Network (Specific Model)	11	0.883	3426081	325.76882661996495	5053343	0.38	4568	36	3426081	None
GCF_001700515.1_GCF_001700515.1_ASM170051v1_genomic	99.89	0.88	Neural Network (Specific Model)	11	0.864	21630	322.8325174306483	7542112	0.71	6741	732	101536	None
GCF_001704575.1_GCF_001704575.1_ASM170457v1_genomic	99.87	0.08	Neural Network (Specific Model)	11	0.907	191963	302.3047393364929	2106879	0.55	2110	25	330485	None
GCF_001704615.3_GCF_001704615.3_ASM170461v3_genomic	100.0	0.29	Neural Network (Specific Model)	11	0.853	3353930	298.3789878987899	3812268	0.38	3636	9	3353930	None
GCF_001748145.1_GCF_001748145.1_ASM174814v1_genomic	100.0	0.86	Neural Network (Specific Model)	11	0.874	6832823	311.46839498980484	7326961	0.65	6866	2	6832823	None
GCF_001807205.1_GCF_001807205.1_ASM180720v1_genomic	99.99	0.17	Neural Network (Specific Model)	11	0.905	123183	321.3727858293076	2642799	0.61	2484	43	331428	None
GCF_001886265.1_GCF_001886265.1_ASM188626v1_genomic	100.0	0.38	Neural Network (Specific Model)	11	0.862	142012	308.07567567567565	2773863	0.37	2590	58	306824	None
GCF_001887355.1_GCF_001887355.1_ASM188735v1_genomic	99.99	3.67	Neural Network (Specific Model)	11	0.899	670837	363.7414781297134	12051756	0.68	9945	42	1618303	None
GCF_001889605.1_GCF_001889605.1_ASM188960v1_genomic	100.0	0.04	Neural Network (Specific Model)	11	0.891	5158483	305.17363653883217	5324561	0.65	5189	2	5158483	None
GCF_001983975.1_GCF_001983975.1_ASM198397v1_genomic	100.0	0.24	Neural Network (Specific Model)	11	0.881	10029028	368.61751322100605	10184660	0.71	8131	8	10029028	None
GCF_002000165.1_GCF_002000165.1_C9_genomic	100.0	0.6	Neural Network (Specific Model)	11	0.879	5775319	321.71095772217427	6350161	0.59	5795	7	5775319	None
GCF_002022665.1_GCF_002022665.1_ASM202266v1_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.82	1493693	325.40970564836914	1493693	0.35	1257	1	1493693	None
GCF_002091715.1_GCF_002091715.1_ASM209171v1_genomic	100.0	0.62	Neural Network (Specific Model)	11	0.88	121489	324.18830738655186	6667355	0.59	6038	101	463301	None
GCF_002096835.1_GCF_002096835.1_ASM209683v1_genomic	99.98	0.0	Neural Network (Specific Model)	11	0.892	223515	319.88443670150986	1849671	0.4	1722	23	499111	None
GCF_002097715.1_GCF_002097715.1_ASM209771v1_genomic	100.0	0.79	Neural Network (Specific Model)	11	0.871	3308659	326.6251970761072	7840830	0.67	6977	4	3737663	None
GCF_002117975.1_GCF_002117975.1_ASM211797v1_genomic	99.99	1.4	Neural Network (Specific Model)	11	0.874	4176986	336.4214304706195	4337996	0.61	3761	2	4176986	None
GCF_002224285.1_GCF_002224285.1_ASM222428v1_genomic	99.99	0.6	Neural Network (Specific Model)	11	0.899	5063552	320.0686026936027	5063552	0.63	4752	1	5063552	None
GCF_002240565.1_GCF_002240565.1_ASM224056v1_genomic	100.0	0.6	Neural Network (Specific Model)	11	0.891	3244133	308.3136655457047	3387165	0.73	3271	3	3244133	None
GCF_002252445.1_GCF_002252445.1_ASM225244v1_genomic	97.97	0.14	Neural Network (Specific Model)	11	0.875	168659	307.0457721031077	4364783	0.52	4151	77	679617	None
GCF_002269125.1_GCF_002269125.1_ASM226912v1_genomic	100.0	1.44	Neural Network (Specific Model)	11	0.888	105229	316.48955091151623	4800490	0.58	4498	111	372547	None
GCF_002312805.1_GCF_002312805.1_ASM231280v1_genomic	100.0	1.86	Neural Network (Specific Model)	11	0.889	154641	301.83752025931926	5018715	0.62	4936	327	396974	None
GCF_002531955.1_GCF_002531955.1_ASM253195v1_genomic	100.0	0.06	Neural Network (Specific Model)	11	0.874	260627	307.61929091190586	6807097	0.62	6459	93	723073	None
GCF_002563695.1_GCF_002563695.1_ASM256369v1_genomic	99.55	1.57	Gradient Boost (General Model)	11	0.893	3974700	331.4851794071763	4273660	0.73	3846	4	3974700	None
GCF_002849655.1_GCF_002849655.1_ASM284965v1_genomic	100.0	0.2	Neural Network (Specific Model)	11	0.912	191855	323.3070994862214	4544755	0.58	4282	68	538096	None
GCF_002858925.1_GCF_002858925.1_ASM285892v1_genomic	100.0	0.02	Neural Network (Specific Model)	11	0.895	182853	323.6167905201848	5393480	0.69	4979	49	424033	None
GCF_002918705.1_GCF_002918705.1_ASM291870v1_genomic	100.0	0.61	Neural Network (Specific Model)	11	0.885	410212	312.1466636301526	4637836	0.56	4391	51	776758	None
GCF_002927275.1_GCF_002927275.1_ASM292727v1_genomic	98.84	0.03	Gradient Boost (General Model)	11	0.891	562613	321.25289403383795	3638078	0.7	3369	43	812677	None
GCF_002949795.1_GCF_002949795.1_ASM294979v1_genomic	99.98	0.0	Neural Network (Specific Model)	11	0.796	7061466	299.04815950920243	7339908	0.42	6520	5	7061466	None
GCF_003002065.1_GCF_003002065.1_ASM300206v1_genomic	99.99	0.47	Neural Network (Specific Model)	11	0.899	353347	335.5609913514909	8653585	0.72	7747	92	975179	None
GCF_003050965.1_GCF_003050965.1_ASM305096v1_genomic	99.97	0.09	Neural Network (Specific Model)	11	0.851	473861	306.52429906542056	3461598	0.55	3210	21	921569	None
GCF_003057745.1_GCF_003057745.1_ASM305774v2_genomic	100.0	0.3	Neural Network (Specific Model)	11	0.893	238708	325.1401913875598	4557387	0.57	4180	44	454682	None
GCF_003063415.1_GCF_003063415.1_ASM306341v1_genomic	100.0	0.04	Neural Network (Specific Model)	11	0.92	98088	319.37956637956637	3500909	0.58	3367	111	215401	None
GCF_003063665.1_GCF_003063665.1_ASM306366v1_genomic	99.99	0.0	Neural Network (Specific Model)	11	0.916	144482	322.73570924488354	2990681	0.61	2834	31	945927	None
GCF_003065605.1_GCF_003065605.1_ASM306560v1_genomic	99.99	0.23	Neural Network (Specific Model)	11	0.928	3717741	319.73799611434913	3717741	0.7	3603	1	3717741	None
GCF_003105155.1_GCF_003105155.1_ASM310515v1_genomic	99.99	0.14	Neural Network (Specific Model)	11	0.898	131800	328.61259628454917	4840575	0.63	4414	74	295772	None
GCF_003122365.1_GCF_003122365.1_ASM312236v1_genomic	100.0	0.18	Neural Network (Specific Model)	11	0.823	7180417	330.0107023411371	7180417	0.72	5980	1	7180417	None
GCF_003182415.1_GCF_003182415.1_ASM318241v1_genomic	100.0	0.03	Gradient Boost (General Model)	11	0.89	712602	340.35432473444615	7546603	0.73	6590	26	888622	None
GCF_003205615.1_GCF_003205615.1_ASM320561v1_genomic	99.96	0.05	Neural Network (Specific Model)	11	0.883	208691	323.87101143889225	7299236	0.71	6644	203	502544	None
GCF_003236295.1_GCF_003236295.1_ASM323629v1_genomic	100.0	1.41	Neural Network (Specific Model)	11	0.924	54053	324.8615823449932	7005973	0.73	6661	256	211384	None
GCF_003264855.1_GCF_003264855.1_ASM326485v1_genomic	99.98	0.1	Neural Network (Specific Model)	11	0.885	2446838	339.70785973397824	4758053	0.65	4135	7	2446838	None
GCF_003315075.1_GCF_003315075.1_ASM331507v1_genomic	99.98	0.46	Neural Network (Specific Model)	11	0.849	287644	283.36459802538786	4252515	0.42	4254	54	502901	None
GCF_003327285.1_GCF_003327285.1_ASM332728v1_genomic	99.97	0.5	Neural Network (Specific Model)	11	0.915	704118	333.9853361945637	3055675	0.68	2796	13	1193029	None
GCF_003347205.1_GCF_003347205.1_ASM334720v1_genomic	99.99	0.83	Neural Network (Specific Model)	11	0.926	254710	317.32114581833883	7123288	0.67	6947	123	477542	None
GCF_003350925.1_GCF_003350925.1_ASM335092v1_genomic	99.96	0.21	Neural Network (Specific Model)	11	0.894	457201	363.949723358191	5071276	0.6	4157	33	963311	None
GCF_003385515.1_GCF_003385515.1_ASM338551v1_genomic	100.0	1.57	Neural Network (Specific Model)	11	0.877	162953	321.6329721087227	6187872	0.36	5629	88	553769	None
GCF_003462485.1_GCF_003462485.1_ASM346248v1_genomic	100.0	0.0	Neural Network (Specific Model)	11	0.883	473835	306.8167432363451	2039736	0.34	1959	20	735369	None
GCF_003583725.1_GCF_003583725.1_ASM358372v1_genomic	99.96	0.0	Neural Network (Specific Model)	11	0.931	1341195	313.4067940552017	2373152	0.62	2355	5	1341195	None
GCF_003606265.1_GCF_003606265.1_ASM360626v1_genomic	99.99	0.35	Neural Network (Specific Model)	11	0.848	3399422	309.4617609254499	3404718	0.28	3112	2	3399422	None
GCF_003612015.1_GCF_003612015.1_ASM361201v1_genomic	100.0	0.02	Neural Network (Specific Model)	11	0.865	522655	310.1714981190529	4851875	0.57	4519	27	1204168	None
GCF_003671935.1_GCF_003671935.1_ASM367193v1_genomic	99.82	0.04	Neural Network (Specific Model)	11	0.886	642929	315.257048092869	642929	0.25	603	1	642929	None
GCF_003863965.1_GCF_003863965.1_ASM386396v1_genomic	100.0	3.77	Neural Network (Specific Model)	11	0.837	7574443	313.65970107943537	8108289	0.51	7226	4	7574443	None
GCF_003951315.1_GCF_003951315.1_ASM395131v1_genomic	100.0	0.23	Neural Network (Specific Model)	11	0.889	122210	317.0903782685961	4204415	0.67	3939	106	280494	None
GCF_003952505.1_GCF_003952505.1_ASM395250v1_genomic	99.99	0.73	Neural Network (Specific Model)	11	0.87	6461656	301.0598331729227	6461656	0.64	6234	1	6461656	None
GCF_003970925.1_GCF_003970925.1_ASM397092v1_genomic	100.0	0.75	Neural Network (Specific Model)	11	0.919	3135454	319.70771224886585	3213590	0.68	3086	2	3135454	None
GCF_003991205.1_GCF_003991205.1_ASM399120v1_genomic	99.18	0.4	Gradient Boost (General Model)	11	0.891	225007	331.2364864864865	4284448	0.73	3848	37	679682	None
GCF_003999975.1_GCF_003999975.1_ASM399997v1_genomic	100.0	3.06	Neural Network (Specific Model)	11	0.896	284630	324.6662380799314	10124196	0.7	9333	129	1428645	None
GCF_004006295.1_GCF_004006295.1_ASM400629v1_genomic	100.0	2.5	Neural Network (Specific Model)	11	0.804	4826182	276.2348851906467	4887494	0.37	4747	2	4826182	None
GCF_004011095.1_GCF_004011095.1_ASM401109v1_genomic	100.0	0.22	Neural Network (Specific Model)	11	0.874	3103889	302.95120320855614	3103889	0.69	2992	1	3103889	None
GCF_004015795.1_GCF_004015795.1_ASM401579v1_genomic	100.0	0.26	Gradient Boost (General Model)	11	0.907	2292967	307.80830779707185	2982257	0.63	2937	7	2292967	None
GCF_004023625.1_GCF_004023625.1_ASM402362v1_genomic	100.0	2.31	Neural Network (Specific Model)	11	0.851	275254	324.7352201945143	10446772	0.7	9151	131	569530	None
GCF_004124315.1_GCF_004124315.1_ASM412431v1_genomic	100.0	0.05	Neural Network (Specific Model)	11	0.883	264831	295.51892822025565	4076707	0.44	4068	52	507620	None
GCF_004135735.1_GCF_004135735.1_ASM413573v1_genomic	98.93	5.33	Gradient Boost (General Model)	11	0.864	11261481	388.8608518784398	11261481	0.73	8358	1	11261481	None
GCF_004136635.1_GCF_004136635.1_ASM413663v1_genomic	99.98	0.23	Neural Network (Specific Model)	11	0.883	1054027	333.247207743857	3037640	0.72	2686	10	1084929	None
GCF_004217215.1_GCF_004217215.1_ASM421721v1_genomic	99.91	0.03	Gradient Boost (General Model)	11	0.919	859862	331.013143483023	3942086	0.69	3652	12	1266677	None
GCF_004331175.1_GCF_004331175.1_ASM433117v1_genomic	99.99	0.22	Neural Network (Specific Model)	11	0.868	467379	311.8464228934817	3388270	0.41	3145	10	920144	None
GCF_004514435.1_GCF_004514435.1_ASM451443v1_genomic	99.98	1.07	Neural Network (Specific Model)	11	0.896	170660	300.9517189554762	5355822	0.63	5323	137	291184	None
GCF_004794515.1_GCF_004794515.1_ASM479451v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.918	126037	315.97853964930647	3939444	0.69	3821	91	436875	None
GCF_004803405.1_GCF_004803405.1_ASM480340v1_genomic	100.0	1.02	Gradient Boost (General Model)	11	0.914	27298	304.5079093629756	4665855	0.7	4678	334	137468	None
GCF_005233875.1_GCF_005233875.1_ASM523387v1_genomic	99.99	6.37	Neural Network (Specific Model)	11	0.928	1308315	319.5074928639391	8659701	0.68	8408	12	2422912	None
GCF_005280735.1_GCF_005280735.1_ASM528073v1_genomic	100.0	2.41	Neural Network (Specific Model)	11	0.86	4775917	317.79212903225806	8576517	0.63	7750	3	4775917	None
GCF_005473905.1_GCF_005473905.1_ASM547390v1_genomic	100.0	0.04	Neural Network (Specific Model)	11	0.799	209698	334.34994697773067	4726956	0.33	3772	96	1195099	None
GCF_005503365.1_GCF_005503365.1_ASM550336v1_genomic	99.99	2.16	Neural Network (Specific Model)	11	0.916	97790	320.46688796680496	6310505	0.66	6025	126	217256	None
GCF_005519465.1_GCF_005519465.1_ASM551946v1_genomic	100.0	0.6	Neural Network (Specific Model)	11	0.851	6748591	347.18161018161015	8544086	0.73	6993	2	6748591	None
GCF_005884405.1_GCF_005884405.1_ASM588440v1_genomic	100.0	0.01	Neural Network (Specific Model)	11	0.926	479259	319.1781298299845	2669685	0.62	2588	18	942686	None
GCF_006716785.1_GCF_006716785.1_ASM671678v1_genomic	99.98	2.22	Neural Network (Specific Model)	11	0.853	5216430	331.94725141471304	5765274	0.73	4948	3	5216430	None
GCF_006829085.1_GCF_006829085.1_ASM682908v1_genomic	100.0	0.23	Neural Network (Specific Model)	11	0.884	284672	327.0088241329776	5402953	0.37	4873	36	803866	None
GCF_007115095.1_GCF_007115095.1_ASM711509v1_genomic	99.98	2.1	Neural Network (Specific Model)	11	0.822	249740	287.8438890790825	3065260	0.48	2921	57	536672	None
GCF_007290395.1_GCF_007290395.1_ASM729039v1_genomic	100.0	0.43	Neural Network (Specific Model)	11	0.88	7304136	309.61718411552346	7304136	0.64	6925	1	7304136	None
GCF_007680845.1_GCF_007680845.1_ASM768084v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.911	538851	320.1381561055208	3869897	0.71	3677	25	923788	None
GCF_007991635.1_GCF_007991635.1_ASM799163v1_genomic	100.0	0.9	Neural Network (Specific Model)	11	0.843	130545	352.8117249154453	6680402	0.44	5322	96	480625	None
GCF_007992095.1_GCF_007992095.1_ASM799209v1_genomic	99.7	0.09	Neural Network (Specific Model)	11	0.885	151263	310.47858354537743	4956527	0.61	4716	139	393491	None
GCF_007992215.1_GCF_007992215.1_ASM799221v1_genomic	100.0	0.0	Neural Network (Specific Model)	11	0.854	165443	287.49936655405406	4778267	0.66	4736	120	409596	None
GCF_008017545.1_GCF_008017545.1_ASM801754v1_genomic	99.93	0.03	Neural Network (Specific Model)	11	0.936	1799907	328.60791239844576	2976585	0.69	2831	3	1799907	None
GCF_008039875.1_GCF_008039875.1_ASM803987v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.839	45485	279.45625982189625	5711202	0.7	5727	262	239031	None
GCF_008087345.1_GCF_008087345.1_ASM808734v1_genomic	100.0	0.94	Gradient Boost (General Model)	11	0.92	606610	321.43774488463214	4806234	0.72	4594	33	1277618	None
GCF_008180615.1_GCF_008180615.1_ASM818061v1_genomic	99.98	0.57	Neural Network (Specific Model)	11	0.773	194293	266.37302631578945	4704930	0.42	4560	42	712618	None
GCF_008271655.1_GCF_008271655.1_ASM827165v1_genomic	99.97	1.02	Neural Network (Specific Model)	11	0.915	564923	312.19396110542476	3992662	0.66	3908	55	759586	None
GCF_008704425.1_GCF_008704425.1_ASM870442v1_genomic	100.0	0.05	Neural Network (Specific Model)	11	0.851	6725579	333.5384883923896	6725579	0.75	5729	1	6725579	None
GCF_008801715.1_GCF_008801715.1_ASM880171v1_genomic	99.87	0.23	Neural Network (Specific Model)	11	0.863	748633	320.79928952042627	3762651	0.51	3378	12	1461588	None
GCF_008806775.1_GCF_008806775.1_ASM880677v1_genomic	100.0	0.32	Neural Network (Specific Model)	11	0.898	425016	357.390286512928	3413843	0.33	2862	41	855421	None
GCF_008974245.1_GCF_008974245.1_ASM897424v1_genomic	100.0	0.37	Neural Network (Specific Model)	11	0.866	851274	341.8513271696988	7929138	0.73	6706	24	1876413	None
GCF_009208555.1_GCF_009208555.1_ASM920855v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.9	136055	340.9804749340369	6452641	0.63	5685	151	336578	None
GCF_009617585.1_GCF_009617585.1_ASM961758v1_genomic	98.84	1.12	Neural Network (Specific Model)	11	0.878	345671	301.6534770163327	6114623	0.59	5939	51	713746	None
